"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","dram__bytes.sum","","n/a",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","gpu__time_duration.sum","ns","12,976,128",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","l1tex__t_bytes.sum","byte","100,717,696",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","launch__block_size","","1,024",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","launch__grid_size","","1",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","launch__occupancy_limit_blocks","block","16",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","launch__occupancy_limit_registers","block","1",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","launch__occupancy_limit_shared_mem","block","1",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","launch__occupancy_limit_warps","block","1",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","launch__registers_per_thread","register/thread","44",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","launch__shared_mem_per_block_dynamic","byte/block","0",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","launch__shared_mem_per_block_static","byte/block","8,192",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","launch__waves_per_multiprocessor","","0.25",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","lts__t_bytes.sum","byte","42,711,904",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","sm__cycles_active.avg","cycle","992,091",
"0","31238","gpu-dd04a78e6201dd63","127.0.0.1","belief_update","1","7","(1024, 1, 1)","(1, 1, 1)","0","8.7","Command line profiler metrics","sm__cycles_elapsed.avg","cycle","3,973,383",
